Combustion Inc. Probe Data,,,,,,,,,,,,,,,,,,,,,,,
App: iOS Prod app 3.2.0,,,,,,,,,,,,,,,,,,,,,,,
CSV version: 4,,,,,,,,,,,,,,,,,,,,,,,
Probe S/N: 1000BA3C,,,,,,,,,,,,,,,,,,,,,,,
Probe FW version: v2.2.3,,,,,,,,,,,,,,,,,,,,,,,
Probe HW revision: v1.1-A1,,,,,,,,,,,,,,,,,,,,,,,
Framework: iOS,,,,,,,,,,,,,,,,,,,,,,,
Sample Period: 5000,,,,,,,,,,,,,,,,,,,,,,,
Created: 2026-01-13 11:35:00,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Timestamp,,SessionID,SequenceNumber,T1,T2,T3,T4,T5,T6,T7,T8,VirtualCoreTemperature,VirtualSurfaceTemperature,VirtualAmbientTemperature,EstimatedCoreTemperature,PredictionSetPoint,VirtualCoreSensor,VirtualSurfaceSensor,VirtualAmbientSensor,PredictionState,PredictionMode,PredictionType,PredictionValueSeconds
1320,22:00,1524676334,280,96.65,92.8,90.8,89.4,87.6,88.2,90.2,93.7,96.65,88.2,93.7,96.5,0,T1,T6,T8,Cooking,None,None,131071
1325,22:05,1524676334,281,96.7,92.95,91.1,89.75,88.15,88.65,90.65,94.1,96.7,88.65,94.1,96.6,0,T1,T6,T8,Cooking,None,None,131071
1330,22:10,1524676334,282,96.8,93.15,91.35,90.1,88.55,89,90.9,94.25,96.8,89,94.25,96.7,0,T1,T6,T8,Cooking,None,None,131071
1335,22:15,1524676334,283,96.9,93.35,91.6,90.4,88.9,89.4,91.2,94.4,96.9,89.4,94.4,96.8,0,T1,T6,T8,Cooking,None,None,131071
1340,22:20,1524676334,284,97,93.5,91.85,90.7,89.15,89.6,91.3,94.35,97,89.6,94.35,96.9,0,T1,T6,T8,Cooking,None,None,131071
1345,22:25,1524676334,285,97.05,93.65,92.1,91,89.5,89.95,91.55,94.5,97.05,89.95,94.5,97,0,T1,T6,T8,Cooking,None,None,131071
1350,22:30,1524676334,286,97.15,93.85,92.3,91.3,89.85,90.3,91.75,94.65,97.15,90.3,94.65,97.1,0,T1,T6,T8,Cooking,None,None,131071
1355,22:35,1524676334,287,97.25,94,92.5,91.55,90.3,90.75,92.15,95.05,97.25,90.75,95.05,97.1,0,T1,T6,T8,Cooking,None,None,131071
1360,22:40,1524676334,288,97.35,94.15,92.75,91.8,90.45,90.85,92.2,94.95,97.35,90.85,94.95,97.2,0,T1,T6,T8,Cooking,None,None,131071
1365,22:45,1524676334,289,97.4,94.3,92.95,92.1,90.8,91.05,92.45,95.1,97.4,91.05,95.1,97.3,0,T1,T6,T8,Cooking,None,None,131071
1370,22:50,1524676334,290,97.5,94.45,93.15,92.3,91.1,91.4,92.7,95.2,97.5,91.4,95.2,97.4,0,T1,T6,T8,Cooking,None,None,131071
1375,22:55,1524676334,291,97.6,94.6,93.35,92.55,91.55,91.9,93.1,95.5,97.6,91.9,95.5,97.5,0,T1,T6,T8,Cooking,None,None,131071
1380,23:00,1524676334,292,97.65,94.75,93.5,92.8,91.85,92.15,93.3,95.65,97.65,92.15,95.65,97.5,0,T1,T6,T8,Cooking,None,None,131071
1385,23:05,1524676334,293,97.7,94.85,93.7,93,92.05,92.4,93.5,95.75,97.7,92.4,95.75,97.6,0,T1,T6,T8,Cooking,None,None,131071
1390,23:10,1524676334,294,97.8,95,93.9,93.2,92.15,92.45,93.55,95.75,97.8,92.45,95.75,97.7,0,T1,T6,T8,Cooking,None,None,131071
1395,23:15,1524676334,295,97.85,95.1,94.05,93.4,92.4,92.65,93.65,95.9,97.85,92.65,95.9,97.8,0,T1,T6,T8,Cooking,None,None,131071
1400,23:20,1524676334,296,97.95,95.25,94.2,93.55,92.8,93.1,94,96.25,97.95,93.1,96.25,97.8,0,T1,T6,T8,Cooking,None,None,131071
1405,23:25,1524676334,297,98.05,95.35,94.35,93.75,92.85,93.05,94,96,98.05,93.05,96,97.9,0,T1,T6,T8,Cooking,None,None,131071
1410,23:30,1524676334,298,98.1,95.5,94.5,93.95,93,93.3,94.2,96.3,98.1,93.3,96.3,98,0,T1,T6,T8,Cooking,None,None,131071
1415,23:35,1524676334,299,98.2,95.6,94.65,94.1,93.15,93.5,94.35,96.35,98.2,93.5,96.35,98.1,0,T1,T6,T8,Cooking,None,None,131071
1420,23:40,1524676334,300,98.25,95.7,94.75,94.3,93.35,93.65,94.45,96.45,98.25,93.65,96.45,98.1,0,T1,T6,T8,Cooking,None,None,131071
1425,23:45,1524676334,301,98.3,95.8,94.95,94.45,93.85,94.05,94.85,96.8,98.3,94.05,96.8,98.2,0,T1,T6,T8,Cooking,None,None,131071
1430,23:50,1524676334,302,98.4,95.95,95.05,94.6,93.85,94.15,95.05,96.9,98.4,94.15,96.9,98.3,0,T1,T6,T8,Cooking,None,None,131071
1435,23:55,1524676334,303,98.45,96,95.2,94.7,94.1,94.35,95.15,96.95,98.45,94.35,96.95,98.4,0,T1,T6,T8,Cooking,None,None,131071
1440,24:00,1524676334,304,98.5,96.1,95.3,94.85,94.05,94.35,95.1,96.9,98.5,94.35,96.9,98.4,0,T1,T6,T8,Cooking,None,None,131071
1445,24:05,1524676334,305,98.6,96.2,95.4,95,94.15,94.45,95.2,96.95,98.6,94.45,96.95,98.5,0,T1,T6,T8,Cooking,None,None,131071
1450,24:10,1524676334,306,98.65,96.35,95.55,95.15,94.55,94.85,95.5,97.3,98.65,94.85,97.3,98.6,0,T1,T6,T8,Cooking,None,None,131071
1455,24:15,1524676334,307,98.75,96.35,95.65,95.25,94.65,94.95,95.65,97.25,98.75,94.95,97.25,98.6,0,T1,T6,T8,Cooking,None,None,131071
1460,24:20,1524676334,308,98.8,96.45,95.75,95.4,94.8,95.05,95.8,97.4,94.8,95.05,97.4,96.7,0,T5,T6,T8,Cooking,None,None,131071
1465,24:25,1524676334,309,98.85,96.55,95.85,95.45,94.95,95.2,95.9,97.45,94.95,95.2,97.45,95.8,0,T5,T6,T8,Cooking,None,None,131071
1470,24:30,1524676334,310,98.95,96.65,95.95,95.55,94.85,95.05,95.8,97.3,94.85,95.05,97.3,95.3,0,T5,T6,T8,Cooking,None,None,131071
1475,24:35,1524676334,311,98.95,96.75,96,95.65,95,95.2,95.85,97.4,95,95.2,97.4,95.1,0,T5,T6,T8,Cooking,None,None,131071
1480,24:40,1524676334,312,99.05,96.8,96.1,95.75,95,95.3,96,97.5,95,95.3,97.5,95.1,0,T5,T6,T8,Cooking,None,None,131071
1485,24:45,1524676334,313,99.1,96.85,96.2,95.85,95.2,95.4,96.05,97.55,95.2,95.4,97.55,95.1,0,T5,T6,T8,Cooking,None,None,131071
1490,24:50,1524676334,314,99.15,96.95,96.3,95.95,95.25,95.5,96.15,97.6,95.25,95.5,97.6,95.2,0,T5,T6,T8,Cooking,None,None,131071
1495,24:55,1524676334,315,99.2,97,96.35,96.05,95.55,95.8,96.45,97.95,95.55,95.8,97.95,95.3,0,T5,T6,T8,Cooking,None,None,131071
1500,25:00,1524676334,316,99.25,97.05,96.45,96.1,95.45,95.75,96.3,97.75,95.45,95.75,97.75,95.4,0,T5,T6,T8,Cooking,None,None,131071
1505,25:05,1524676334,317,99.3,97.1,96.5,96.2,95.5,95.8,96.3,97.85,95.5,95.8,97.85,95.4,0,T5,T6,T8,Cooking,None,None,131071
1510,25:10,1524676334,318,99.35,97.2,96.55,96.25,95.4,95.7,96.25,97.55,95.4,95.7,97.55,95.4,0,T5,T6,T8,Cooking,None,None,131071
1515,25:15,1524676334,319,99.4,97.2,96.65,96.35,95.7,96,96.5,97.95,95.7,96,97.95,95.5,0,T5,T6,T8,Cooking,None,None,131071
1520,25:20,1524676334,320,99.5,97.3,96.7,96.4,95.85,96.05,96.55,98,95.85,96.05,98,95.7,0,T5,T6,T8,Cooking,None,None,131071
1525,25:25,1524676334,321,99.55,97.35,96.8,96.5,96.1,96.4,96.85,98.25,96.1,96.4,98.25,95.9,0,T5,T6,T8,Cooking,None,None,131071
1530,25:30,1524676334,322,99.6,97.4,96.85,96.55,96.15,96.4,96.95,98.3,96.15,96.4,98.3,96,0,T5,T6,T8,Cooking,None,None,131071
1535,25:35,1524676334,323,99.65,97.45,96.9,96.6,96.1,96.25,96.8,98.15,96.1,96.25,98.15,96,0,T5,T6,T8,Cooking,None,None,131071
1540,25:40,1524676334,324,99.7,97.5,96.95,96.7,96.15,96.35,96.85,98.2,96.15,96.35,98.2,96.1,0,T5,T6,T8,Cooking,None,None,131071
1545,25:45,1524676334,325,99.75,97.5,97,96.75,96.35,96.6,97.15,98.4,96.35,96.6,98.4,96.2,0,T5,T6,T8,Cooking,None,None,131071
1550,25:50,1524676334,326,99.8,97.6,97.05,96.8,96.2,96.45,97,98.3,96.2,96.45,98.3,96.2,0,T5,T6,T8,Cooking,None,None,131071
1555,25:55,1524676334,327,99.85,97.6,97.1,96.85,96.45,96.7,97.25,98.6,96.45,96.7,98.6,96.3,0,T5,T6,T8,Cooking,None,None,131071
1560,26:00,1524676334,328,99.85,97.65,97.15,96.9,96.35,96.6,97.05,98.4,96.35,96.6,98.4,96.3,0,T5,T6,T8,Cooking,None,None,131071
1565,26:05,1524676334,329,99.9,97.7,97.2,96.95,96.35,96.6,97,98.4,96.35,96.6,98.4,96.3,0,T5,T6,T8,Cooking,None,None,131071
1570,26:10,1524676334,330,99.95,97.75,97.25,97,96.4,96.7,97.1,98.5,96.4,96.7,98.5,96.4,0,T5,T6,T8,Cooking,None,None,131071
1575,26:15,1524676334,331,100,97.8,97.25,97.05,96.75,96.85,97.35,98.7,96.75,96.85,98.7,96.5,0,T5,T6,T8,Cooking,None,None,131071
1580,26:20,1524676334,332,100.05,97.8,97.35,97.05,96.85,97.05,97.5,98.75,96.85,97.05,98.75,96.7,0,T5,T6,T8,Cooking,None,None,131071
1585,26:25,1524676334,333,100.05,97.85,97.35,97.1,96.6,96.85,97.3,98.55,96.6,96.85,98.55,96.6,0,T5,T6,T8,Cooking,None,None,131071
1590,26:30,1524676334,334,100.1,97.85,97.4,97.15,96.8,97,97.55,98.9,96.8,97,98.9,96.7,0,T5,T6,T8,Cooking,None,None,131071
1595,26:35,1524676334,335,100.15,97.9,97.4,97.2,96.65,96.9,97.35,98.65,96.65,96.9,98.65,96.7,0,T5,T6,T8,Cooking,None,None,131071
1600,26:40,1524676334,336,100.2,97.95,97.45,97.25,96.75,96.95,97.4,98.6,96.75,96.95,98.6,96.7,0,T5,T6,T8,Cooking,None,None,131071
1605,26:45,1524676334,337,100.2,97.95,97.5,97.25,96.95,97.15,97.6,98.95,96.95,97.15,98.95,96.8,0,T5,T6,T8,Cooking,None,None,131071
1610,26:50,1524676334,338,100.25,98,97.55,97.35,96.8,97,97.45,98.65,96.8,97,98.65,96.8,0,T5,T6,T8,Cooking,None,None,131071
1615,26:55,1524676334,339,100.25,98.05,97.6,97.35,97.05,97.25,97.75,98.95,97.05,97.25,98.95,96.9,0,T5,T6,T8,Cooking,None,None,131071
1620,27:00,1524676334,340,100.3,98.05,97.6,97.35,96.85,97.05,97.5,98.75,96.85,97.05,98.75,96.9,0,T5,T6,T8,Cooking,None,None,131071
1625,27:05,1524676334,341,100.3,98.05,97.65,97.4,97.15,97.4,97.8,99.1,97.15,97.4,99.1,97,0,T5,T6,T8,Cooking,None,None,131071
1630,27:10,1524676334,342,100.35,98.1,97.65,97.45,97.1,97.35,97.8,99.1,97.1,97.35,99.1,97,0,T5,T6,T8,Cooking,None,None,131071
1635,27:15,1524676334,343,100.35,98.15,97.7,97.5,96.95,97.15,97.65,98.85,96.95,97.15,98.85,97,0,T5,T6,T8,Cooking,None,None,131071
1640,27:20,1524676334,344,100.35,98.1,97.7,97.5,97.25,97.5,97.9,99.05,97.25,97.5,99.05,97.1,0,T5,T6,T8,Cooking,None,None,131071
1645,27:25,1524676334,345,100.3,98.15,97.75,97.55,97,97.25,97.65,98.9,97,97.25,98.9,97,0,T5,T6,T8,Cooking,None,None,131071
1650,27:30,1524676334,346,100.35,98.2,97.75,97.55,97.3,97.5,97.95,99.2,97.3,97.5,99.2,97.2,0,T5,T6,T8,Cooking,None,None,131071
1655,27:35,1524676334,347,100.3,98.2,97.8,97.55,97.05,97.3,97.75,98.9,97.05,97.3,98.9,97.1,0,T5,T6,T8,Cooking,None,None,131071
1660,27:40,1524676334,348,100.3,98.2,97.8,97.6,97.35,97.55,98.05,99.2,100.3,97.55,99.2,98.7,0,T1,T6,T8,Cooking,None,None,131071
1665,27:45,1524676334,349,100.3,98.25,97.8,97.6,97.15,97.3,97.85,99.05,100.3,97.3,99.05,99.5,0,T1,T6,T8,Cooking,None,None,131071
1670,27:50,1524676334,350,100.25,98.25,97.85,97.65,97.35,97.6,98.05,99.35,100.25,97.6,99.35,99.9,0,T1,T6,T8,Cooking,None,None,131071
1675,27:55,1524676334,351,100.25,98.25,97.85,97.65,97.15,97.4,97.85,99.05,100.25,97.4,99.05,100,0,T1,T6,T8,Cooking,None,None,131071
1680,28:00,1524676334,352,100.25,98.3,97.9,97.7,97.4,97.65,98.1,99.25,100.25,97.65,99.25,100.1,0,T1,T6,T8,Cooking,None,None,131071
1685,28:05,1524676334,353,100.25,98.3,97.9,97.7,97.45,97.7,98.15,99.35,100.25,97.7,99.35,100.2,0,T1,T6,T8,Cooking,None,None,131071
1690,28:10,1524676334,354,100.2,98.3,97.9,97.75,97.45,97.7,98.1,99.35,100.2,97.7,99.35,100.2,0,T1,T6,T8,Cooking,None,None,131071
1695,28:15,1524676334,355,100.15,98.3,97.95,97.75,97.25,97.45,97.9,99.05,100.15,97.45,99.05,100.2,0,T1,T6,T8,Cooking,None,None,131071
1700,28:20,1524676334,356,100.1,98.3,97.95,97.75,97.55,97.75,98.15,99.4,100.1,97.75,99.4,100.1,0,T1,T6,T8,Cooking,None,None,131071
1705,28:25,1524676334,357,100.1,98.35,97.95,97.8,97.5,97.75,98.2,99.35,100.1,97.75,99.35,100.1,0,T1,T6,T8,Cooking,None,None,131071
1710,28:30,1524676334,358,99.6,98.35,98,97.8,97.5,97.65,98.15,99.3,99.6,97.65,99.3,99.8,0,T1,T6,T8,Cooking,None,None,131071
1715,28:35,1524676334,359,97.6,97.8,97.7,97.55,97.55,97.75,98.2,99,97.6,97.75,99,98.7,0,T1,T6,T8,Cooking,None,None,131071
1720,28:40,1524676334,360,96.3,97.25,97.3,97.3,97.25,97.65,98,98.1,96.3,97.65,98.1,97.5,0,T1,T6,T8,Cooking,None,None,131071
1725,28:45,1524676334,361,95.6,96.85,97.1,97.1,97.2,97.5,97.8,97.1,95.6,97.5,97.1,96.5,0,T1,T6,T8,Cooking,None,None,131071
1730,28:50,1524676334,362,95.2,96.65,96.95,97,97.1,97.4,97.45,96.35,95.2,97.4,96.35,95.8,0,T1,T6,T8,Cooking,None,None,131071
1735,28:55,1524676334,363,94.75,96.4,96.75,96.9,97.05,97.3,97.1,95.7,94.75,97.3,95.7,95.3,0,T1,T6,T8,Cooking,None,None,131071
1740,29:00,1524676334,364,94.3,96.2,96.65,96.85,96.65,96.95,96.6,95.05,94.3,96.95,95.05,94.8,0,T1,T6,T8,Cooking,None,None,131071
1745,29:05,1524676334,365,93.7,96,96.5,96.75,96.65,96.75,96.35,94.7,93.7,96.75,94.7,94.2,0,T1,T6,T8,Cooking,None,None,131071
1750,29:10,1524676334,366,93.2,95.8,96.4,96.7,96.55,96.65,96.05,94.4,93.2,96.65,94.4,93.7,0,T1,T6,T8,Cooking,None,None,131071
1755,29:15,1524676334,367,76.05,76.35,76.7,73.4,89.45,91.8,92,91.85,76.05,91.8,91.85,84.9,0,T1,T6,T8,Cooking,None,None,131071
1760,29:20,1524676334,368,69.25,64.95,63.95,60.9,76.7,80.25,82.1,85.1,69.25,80.25,85.1,77,0,T1,T6,T8,Cooking,None,None,131071
1765,29:25,1524676334,369,65.45,60.35,58.55,55.9,66.75,70.4,73.05,78.8,65.45,70.4,78.8,71.2,0,T1,T6,T8,Cooking,None,None,131071
1770,29:30,1524676334,370,61.25,56.15,53.85,51.05,59.4,62.75,66,73.7,61.25,62.75,73.7,66.2,0,T1,T6,T8,Cooking,None,None,131071
1775,29:35,1524676334,371,57.5,52.65,50.05,47,53.25,56.4,60.1,69.3,57.5,56.4,69.3,61.9,0,T1,T6,T8,Cooking,None,None,131071
1780,29:40,1524676334,372,53.75,49.4,46.65,43.8,48.1,51.1,55.45,65.65,53.75,51.1,65.65,57.8,0,T1,T6,T8,Cooking,None,None,131071
1785,29:45,1524676334,373,51.9,48.15,45,42.1,44.7,47.25,51.9,62.85,51.9,47.25,62.85,54.8,0,T1,T6,T8,Cooking,None,None,131071
1790,29:50,1524676334,374,50,46.8,43.6,40.75,42.15,44.3,49.35,60.4,50,44.3,60.4,52.4,0,T1,T6,T8,Cooking,None,None,131071
1795,29:55,,,,,,,,,,,,,,,,,,,,,,
1800,30:00,,,,,,,,,,,,,,,,,,,,,,
1805,30:05,,,,,,,,,,,,,,,,,,,,,,
1810,30:10,,,,,,,,,,,,,,,,,,,,,,
1815,30:15,,,,,,,,,,,,,,,,,,,,,,
1820,30:20,,,,,,,,,,,,,,,,,,,,,,
1825,30:25,,,,,,,,,,,,,,,,,,,,,,
1830,30:30,,,,,,,,,,,,,,,,,,,,,,
1835,30:35,,,,,,,,,,,,,,,,,,,,,,
1840,30:40,,,,,,,,,,,,,,,,,,,,,,
1845,30:45,,,,,,,,,,,,,,,,,,,,,,
1850,30:50,,,,,,,,,,,,,,,,,,,,,,
1855,30:55,,,,,,,,,,,,,,,,,,,,,,
1860,31:00,,,,,,,,,,,,,,,,,,,,,,
1865,31:05,,,,,,,,,,,,,,,,,,,,,,
1870,31:10,,,,,,,,,,,,,,,,,,,,,,
